,val_brisque,deg_brisque,val_blur,deg_blur
3076,"(11.903678894042969, 0.0, 0.0, 0.0)","(11.788409233093262, 0.0, 0.0, 0.0)",1011.3673922597626,1017.3869205756246
3077,"(13.467839241027832, 0.0, 0.0, 0.0)","(75.83318328857422, 0.0, 0.0, 0.0)",771.9223593472399,40719.90086834867
3078,"(7.9873433113098145, 0.0, 0.0, 0.0)","(75.07926177978516, 0.0, 0.0, 0.0)",1436.4253873352163,43550.822620585466
3079,"(15.586724281311035, 0.0, 0.0, 0.0)","(15.555258750915527, 0.0, 0.0, 0.0)",957.9940676469436,958.0284871302005
3080,"(29.235902786254883, 0.0, 0.0, 0.0)","(49.241214752197266, 0.0, 0.0, 0.0)",465.80665564443916,180.5635023100509
3081,"(21.143247604370117, 0.0, 0.0, 0.0)","(21.04000473022461, 0.0, 0.0, 0.0)",1802.7438465020625,1816.3563794376298
3082,"(14.435616493225098, 0.0, 0.0, 0.0)","(14.24298095703125, 0.0, 0.0, 0.0)",3212.134992492592,3219.3536052438953
3083,"(1.0120221376419067, 0.0, 0.0, 0.0)","(0.8901686072349548, 0.0, 0.0, 0.0)",1629.9187083397785,1630.4925401813996
3084,"(3.335742950439453, 0.0, 0.0, 0.0)","(3.301119089126587, 0.0, 0.0, 0.0)",959.6245545743606,959.8249552437018
3085,"(11.062992095947266, 0.0, 0.0, 0.0)","(11.085460662841797, 0.0, 0.0, 0.0)",812.1685440351721,812.2226822187658
3086,"(17.967145919799805, 0.0, 0.0, 0.0)","(60.210205078125, 0.0, 0.0, 0.0)",454.6690600753748,8.472187524038294
3087,"(33.254364013671875, 0.0, 0.0, 0.0)","(76.65708923339844, 0.0, 0.0, 0.0)",622.3636556527235,30670.640737723268
3088,"(32.987388610839844, 0.0, 0.0, 0.0)","(67.34249877929688, 0.0, 0.0, 0.0)",379.20307223367143,159.54567372394627
3089,"(25.110130310058594, 0.0, 0.0, 0.0)","(73.6075439453125, 0.0, 0.0, 0.0)",439.5086180937748,34721.4347840278
3090,"(16.783296585083008, 0.0, 0.0, 0.0)","(16.041175842285156, 0.0, 0.0, 0.0)",1579.5688231412526,1589.3442348337005
3091,"(26.107769012451172, 0.0, 0.0, 0.0)","(26.056528091430664, 0.0, 0.0, 0.0)",132.3829008108005,132.3157417938734
3092,"(17.796457290649414, 0.0, 0.0, 0.0)","(59.18834686279297, 0.0, 0.0, 0.0)",5577.640888722273,21.035943969982178
3093,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",907.6249463255105,908.3728869135978
3094,"(7.422256946563721, 0.0, 0.0, 0.0)","(7.439851760864258, 0.0, 0.0, 0.0)",3086.917451531233,3088.917020062369
3095,"(20.827791213989258, 0.0, 0.0, 0.0)","(20.51845932006836, 0.0, 0.0, 0.0)",1410.4367140318,1420.9740261902696
3096,"(44.14093017578125, 0.0, 0.0, 0.0)","(44.327510833740234, 0.0, 0.0, 0.0)",8552.531637163855,8591.843569425575
3097,"(10.690637588500977, 0.0, 0.0, 0.0)","(55.00090789794922, 0.0, 0.0, 0.0)",2529.3571016152855,14.614043951034546
3098,"(15.791163444519043, 0.0, 0.0, 0.0)","(61.41033935546875, 0.0, 0.0, 0.0)",362.33874074734206,11.314411294454265
3099,"(4.323817253112793, 0.0, 0.0, 0.0)","(4.437056064605713, 0.0, 0.0, 0.0)",1506.7076539619723,1512.1394366286695
3100,"(37.78070068359375, 0.0, 0.0, 0.0)","(37.74552917480469, 0.0, 0.0, 0.0)",65.23218200413972,65.20335902465192
3101,"(14.649470329284668, 0.0, 0.0, 0.0)","(14.240365982055664, 0.0, 0.0, 0.0)",1680.309070344887,1697.7501727077192
3102,"(12.058648109436035, 0.0, 0.0, 0.0)","(11.569308280944824, 0.0, 0.0, 0.0)",589.0631446579735,589.831530537199
3103,"(15.769086837768555, 0.0, 0.0, 0.0)","(15.710020065307617, 0.0, 0.0, 0.0)",4484.676008078753,4486.829039321863
3104,"(10.541540145874023, 0.0, 0.0, 0.0)","(53.779029846191406, 0.0, 0.0, 0.0)",2092.0075664680544,8509.83848136293
3105,"(6.909636497497559, 0.0, 0.0, 0.0)","(70.63119506835938, 0.0, 0.0, 0.0)",3210.2162287801502,36227.89388560042
3106,"(12.074760437011719, 0.0, 0.0, 0.0)","(77.37620544433594, 0.0, 0.0, 0.0)",154.62208909896793,31456.991321347825
3107,"(28.724321365356445, 0.0, 0.0, 0.0)","(44.072967529296875, 0.0, 0.0, 0.0)",541.8213154821553,402.8882426006926
3108,"(16.889949798583984, 0.0, 0.0, 0.0)","(57.629638671875, 0.0, 0.0, 0.0)",4844.370256568273,18.715468787302672
3109,"(19.128238677978516, 0.0, 0.0, 0.0)","(59.02365493774414, 0.0, 0.0, 0.0)",681.125897254026,13.336218669262458
3110,"(26.421659469604492, 0.0, 0.0, 0.0)","(49.40226364135742, 0.0, 0.0, 0.0)",334.9537129379284,259.00424102243477
3111,"(12.93735122680664, 0.0, 0.0, 0.0)","(13.080582618713379, 0.0, 0.0, 0.0)",1110.2823077673972,1119.0858723674585
3112,"(12.18185806274414, 0.0, 0.0, 0.0)","(12.244485855102539, 0.0, 0.0, 0.0)",818.3239033351188,818.7983874829646
3113,"(28.84526252746582, 0.0, 0.0, 0.0)","(74.13334655761719, 0.0, 0.0, 0.0)",3769.236938472837,7.334807813167572
3114,"(9.410547256469727, 0.0, 0.0, 0.0)","(78.87516784667969, 0.0, 0.0, 0.0)",4155.8537694460465,40643.347330626886
3115,"(21.613828659057617, 0.0, 0.0, 0.0)","(21.60211181640625, 0.0, 0.0, 0.0)",1384.1207810639714,1385.1505682368813
3116,"(15.989788055419922, 0.0, 0.0, 0.0)","(58.05754470825195, 0.0, 0.0, 0.0)",186.90686024553395,34.91929182155508
3117,"(12.168805122375488, 0.0, 0.0, 0.0)","(69.74618530273438, 0.0, 0.0, 0.0)",1257.0991145090666,40383.22303746641
3118,"(21.278196334838867, 0.0, 0.0, 0.0)","(80.02943420410156, 0.0, 0.0, 0.0)",6382.129007508253,1616.6772256427341
3119,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",2290.924108183368,2294.9067979968954
3120,"(21.46400260925293, 0.0, 0.0, 0.0)","(21.150720596313477, 0.0, 0.0, 0.0)",2824.9752314628568,2825.865598782897
3121,"(26.284561157226562, 0.0, 0.0, 0.0)","(26.195154190063477, 0.0, 0.0, 0.0)",242.64674925804138,242.607351064682
3122,"(13.700902938842773, 0.0, 0.0, 0.0)","(13.238768577575684, 0.0, 0.0, 0.0)",1215.1627953389145,1218.2592785427516
3123,"(36.099273681640625, 0.0, 0.0, 0.0)","(81.74236297607422, 0.0, 0.0, 0.0)",130.97960125436452,41023.89577638453
3124,"(20.997800827026367, 0.0, 0.0, 0.0)","(20.671663284301758, 0.0, 0.0, 0.0)",313.67900929999786,313.8112133811306
3125,"(23.936098098754883, 0.0, 0.0, 0.0)","(45.27427291870117, 0.0, 0.0, 0.0)",4289.876220479827,21.02124149535204
3126,"(8.062479019165039, 0.0, 0.0, 0.0)","(74.22118377685547, 0.0, 0.0, 0.0)",2685.979687516888,145.5803522264792
3127,"(28.28471565246582, 0.0, 0.0, 0.0)","(26.988048553466797, 0.0, 0.0, 0.0)",4261.154618017561,4281.595114824019
3128,"(8.329937934875488, 0.0, 0.0, 0.0)","(28.979228973388672, 0.0, 0.0, 0.0)",743.2799722526429,687.8814673419629
3129,"(19.080949783325195, 0.0, 0.0, 0.0)","(18.909305572509766, 0.0, 0.0, 0.0)",4790.261831112965,4791.672584036155
3130,"(8.559484481811523, 0.0, 0.0, 0.0)","(8.195813179016113, 0.0, 0.0, 0.0)",1456.9778144850966,1469.281053716216
3131,"(8.64780044555664, 0.0, 0.0, 0.0)","(8.570015907287598, 0.0, 0.0, 0.0)",1307.6586840588468,1313.6844216847894
3132,"(13.464999198913574, 0.0, 0.0, 0.0)","(78.20291900634766, 0.0, 0.0, 0.0)",413.14412171329246,43243.089552752645
3133,"(11.514896392822266, 0.0, 0.0, 0.0)","(10.870569229125977, 0.0, 0.0, 0.0)",1221.6730651855469,1230.20556640625
3134,"(4.1318864822387695, 0.0, 0.0, 0.0)","(3.8903865814208984, 0.0, 0.0, 0.0)",1736.7097082750406,1742.727071394911
3135,"(17.128318786621094, 0.0, 0.0, 0.0)","(17.137205123901367, 0.0, 0.0, 0.0)",4537.520482958993,4539.614263664698
3136,"(7.898484230041504, 0.0, 0.0, 0.0)","(76.31265258789062, 0.0, 0.0, 0.0)",2567.3207174021322,141.4229672905251
3137,"(8.654943466186523, 0.0, 0.0, 0.0)","(80.63268280029297, 0.0, 0.0, 0.0)",2200.830969312871,231.2852721057283
3138,"(21.139320373535156, 0.0, 0.0, 0.0)","(41.99628829956055, 0.0, 0.0, 0.0)",1002.0871798603704,8270.095669623888
3139,"(29.785511016845703, 0.0, 0.0, 0.0)","(29.642019271850586, 0.0, 0.0, 0.0)",2933.0973025315907,2973.988734579645
3140,"(20.870378494262695, 0.0, 0.0, 0.0)","(72.08183288574219, 0.0, 0.0, 0.0)",1915.0848655989457,38975.77334973658
3141,"(17.05116844177246, 0.0, 0.0, 0.0)","(41.64884948730469, 0.0, 0.0, 0.0)",962.2946943560518,16.52929761636022
3142,"(14.133232116699219, 0.0, 0.0, 0.0)","(13.772318840026855, 0.0, 0.0, 0.0)",773.3122135165828,777.6817754906654
3143,"(7.9511003494262695, 0.0, 0.0, 0.0)","(8.087337493896484, 0.0, 0.0, 0.0)",3104.646869540954,3109.0840509758214
3144,"(19.763093948364258, 0.0, 0.0, 0.0)","(50.86196517944336, 0.0, 0.0, 0.0)",668.6929717559574,8278.843151316047
3145,"(24.194015502929688, 0.0, 0.0, 0.0)","(23.965105056762695, 0.0, 0.0, 0.0)",442.33373391258743,442.6059481313059
3146,"(16.871379852294922, 0.0, 0.0, 0.0)","(16.881088256835938, 0.0, 0.0, 0.0)",2962.9239184423577,2967.482944628241
3147,"(4.306148052215576, 0.0, 0.0, 0.0)","(4.354610443115234, 0.0, 0.0, 0.0)",349.7103144822591,350.331585557146
3148,"(33.367530822753906, 0.0, 0.0, 0.0)","(33.29677963256836, 0.0, 0.0, 0.0)",602.6651184930162,612.399257677631
3149,"(27.455175399780273, 0.0, 0.0, 0.0)","(71.1858901977539, 0.0, 0.0, 0.0)",2768.3822326660156,32934.1703733874
3150,"(22.560768127441406, 0.0, 0.0, 0.0)","(22.42075538635254, 0.0, 0.0, 0.0)",1173.8777251739261,1174.5759081988494
3151,"(9.203340530395508, 0.0, 0.0, 0.0)","(9.198378562927246, 0.0, 0.0, 0.0)",355.17725536949,355.15790722495876
3152,"(12.54124641418457, 0.0, 0.0, 0.0)","(12.411948204040527, 0.0, 0.0, 0.0)",504.5445912796422,504.3345095361001
3153,"(5.721919536590576, 0.0, 0.0, 0.0)","(54.56288146972656, 0.0, 0.0, 0.0)",3167.6585497434444,7685.004804598144
3154,"(10.131699562072754, 0.0, 0.0, 0.0)","(73.39092254638672, 0.0, 0.0, 0.0)",651.8157949046129,78.02644847457607
3155,"(12.918323516845703, 0.0, 0.0, 0.0)","(12.781672477722168, 0.0, 0.0, 0.0)",837.0874608758571,839.3428948868125
3156,"(15.530400276184082, 0.0, 0.0, 0.0)","(15.441707611083984, 0.0, 0.0, 0.0)",3135.9156473556795,3121.4479803009913
3157,"(24.407676696777344, 0.0, 0.0, 0.0)","(51.09025955200195, 0.0, 0.0, 0.0)",7847.310635015266,20976.962900956376
3158,"(6.357537746429443, 0.0, 0.0, 0.0)","(56.898284912109375, 0.0, 0.0, 0.0)",616.8823919120507,31.853393194610472
3159,"(21.81256675720215, 0.0, 0.0, 0.0)","(79.9337387084961, 0.0, 0.0, 0.0)",838.1754475182269,104.77372939560439
3160,"(3.475893259048462, 0.0, 0.0, 0.0)","(3.4438374042510986, 0.0, 0.0, 0.0)",3342.7553411989797,3354.3525143697975
3161,"(16.98967742919922, 0.0, 0.0, 0.0)","(43.239158630371094, 0.0, 0.0, 0.0)",3647.2787544718335,20.615092613350118
3162,"(10.406683921813965, 0.0, 0.0, 0.0)","(59.0770149230957, 0.0, 0.0, 0.0)",815.0342769589694,11.72041444682378
3163,"(26.680313110351562, 0.0, 0.0, 0.0)","(26.35960578918457, 0.0, 0.0, 0.0)",1498.411982774631,1506.2625993588524
3164,"(58.26197814941406, 0.0, 0.0, 0.0)","(70.6522445678711, 0.0, 0.0, 0.0)",27.18241320409708,23201.266971625588
3165,"(15.554533004760742, 0.0, 0.0, 0.0)","(29.302474975585938, 0.0, 0.0, 0.0)",608.4200933660162,338.4934626786856
3166,"(19.161819458007812, 0.0, 0.0, 0.0)","(62.85213851928711, 0.0, 0.0, 0.0)",394.824544978352,19771.430640496154
3167,"(20.828853607177734, 0.0, 0.0, 0.0)","(20.766016006469727, 0.0, 0.0, 0.0)",416.5413741724813,415.80370536264064
3168,"(31.291452407836914, 0.0, 0.0, 0.0)","(39.8406867980957, 0.0, 0.0, 0.0)",440.3065570279793,10.991456056735283
3169,"(26.123376846313477, 0.0, 0.0, 0.0)","(61.54685974121094, 0.0, 0.0, 0.0)",276.8182391548115,8.943067764139009
3170,"(8.547743797302246, 0.0, 0.0, 0.0)","(65.16938018798828, 0.0, 0.0, 0.0)",2255.5255630835263,652.1366368576704
3171,"(11.586190223693848, 0.0, 0.0, 0.0)","(11.251338005065918, 0.0, 0.0, 0.0)",615.9542889302968,616.1235760396719
3172,"(14.433034896850586, 0.0, 0.0, 0.0)","(43.8055305480957, 0.0, 0.0, 0.0)",1199.565228371881,316.4167886802461
3173,"(32.20962905883789, 0.0, 0.0, 0.0)","(60.1716194152832, 0.0, 0.0, 0.0)",681.4021250015169,11.98086308261172
3174,"(11.173060417175293, 0.0, 0.0, 0.0)","(45.586917877197266, 0.0, 0.0, 0.0)",576.9838430161064,9709.148353386321
3175,"(11.094684600830078, 0.0, 0.0, 0.0)","(73.7289810180664, 0.0, 0.0, 0.0)",691.8860647741383,39576.470730585366
3176,"(20.481796264648438, 0.0, 0.0, 0.0)","(71.38526916503906, 0.0, 0.0, 0.0)",1542.3279935689789,37524.86982371268
3177,"(18.172866821289062, 0.0, 0.0, 0.0)","(77.5348129272461, 0.0, 0.0, 0.0)",163.14153672473898,34050.82744454626
3178,"(7.013152122497559, 0.0, 0.0, 0.0)","(73.2655029296875, 0.0, 0.0, 0.0)",977.7052592067304,35557.51938492299
3179,"(8.081878662109375, 0.0, 0.0, 0.0)","(7.170337677001953, 0.0, 0.0, 0.0)",2422.8958920488753,2435.8921578517184
3180,"(13.10482120513916, 0.0, 0.0, 0.0)","(13.120084762573242, 0.0, 0.0, 0.0)",432.7907357491094,432.7370456997829
3181,"(7.2061944007873535, 0.0, 0.0, 0.0)","(6.866273403167725, 0.0, 0.0, 0.0)",1543.6102314353468,1552.3854851451858
3182,"(7.879218578338623, 0.0, 0.0, 0.0)","(7.847253322601318, 0.0, 0.0, 0.0)",2342.6691169045785,2342.996092957196
3183,"(17.903383255004883, 0.0, 0.0, 0.0)","(17.489748001098633, 0.0, 0.0, 0.0)",914.2237640049801,919.3098991103899
3184,"(11.040043830871582, 0.0, 0.0, 0.0)","(86.28311920166016, 0.0, 0.0, 0.0)",1840.9119521192283,435.0958693124785
3185,"(23.366661071777344, 0.0, 0.0, 0.0)","(23.115724563598633, 0.0, 0.0, 0.0)",181.1566074269579,182.71008078498008
3186,"(0.0, 0.0, 0.0, 0.0)","(60.50732421875, 0.0, 0.0, 0.0)",754.8651429943114,7.931671022279205
3187,"(2.857215166091919, 0.0, 0.0, 0.0)","(49.28830337524414, 0.0, 0.0, 0.0)",883.4906196464,370.4409472125425
3188,"(7.202927112579346, 0.0, 0.0, 0.0)","(95.06214141845703, 0.0, 0.0, 0.0)",1420.0022390123906,6424.455380684378
3189,"(27.462003707885742, 0.0, 0.0, 0.0)","(27.683868408203125, 0.0, 0.0, 0.0)",9134.097587075084,9193.409690698376
3190,"(25.389991760253906, 0.0, 0.0, 0.0)","(25.104419708251953, 0.0, 0.0, 0.0)",386.32161031167544,386.7752520964169
3191,"(24.247934341430664, 0.0, 0.0, 0.0)","(65.5987319946289, 0.0, 0.0, 0.0)",267.5368146581803,192.37764324775142
3192,"(13.836832046508789, 0.0, 0.0, 0.0)","(68.43907165527344, 0.0, 0.0, 0.0)",3946.507457501883,236.9244304906542
3193,"(10.806337356567383, 0.0, 0.0, 0.0)","(72.23924255371094, 0.0, 0.0, 0.0)",5410.01858859592,40635.20046842057
3194,"(17.03657341003418, 0.0, 0.0, 0.0)","(17.092077255249023, 0.0, 0.0, 0.0)",522.330270846271,522.2794596700825
3195,"(12.239304542541504, 0.0, 0.0, 0.0)","(12.172904014587402, 0.0, 0.0, 0.0)",3204.5934022574306,3207.647269930569
3196,"(11.959819793701172, 0.0, 0.0, 0.0)","(11.587182998657227, 0.0, 0.0, 0.0)",1518.1126033224505,1525.292542156218
3197,"(19.307764053344727, 0.0, 0.0, 0.0)","(80.09147644042969, 0.0, 0.0, 0.0)",320.25590780305146,44794.66930962559
3198,"(26.357807159423828, 0.0, 0.0, 0.0)","(33.98934555053711, 0.0, 0.0, 0.0)",5741.278434487765,2645.901359296856
3199,"(18.776662826538086, 0.0, 0.0, 0.0)","(18.78272819519043, 0.0, 0.0, 0.0)",330.44051641225815,330.41668204870075
3200,"(23.113178253173828, 0.0, 0.0, 0.0)","(65.73589324951172, 0.0, 0.0, 0.0)",1113.9213960170746,429.9848761482992
3201,"(24.186994552612305, 0.0, 0.0, 0.0)","(75.5924301147461, 0.0, 0.0, 0.0)",341.4061581160252,31374.820126558345
3202,"(23.688785552978516, 0.0, 0.0, 0.0)","(59.54042053222656, 0.0, 0.0, 0.0)",215.02086919546127,5981.56363384881
3203,"(7.711435317993164, 0.0, 0.0, 0.0)","(57.36220932006836, 0.0, 0.0, 0.0)",662.3964709156512,11.169902287974914
3204,"(30.109737396240234, 0.0, 0.0, 0.0)","(30.00086784362793, 0.0, 0.0, 0.0)",266.766168052848,266.8247730467055
3205,"(8.128252029418945, 0.0, 0.0, 0.0)","(8.119917869567871, 0.0, 0.0, 0.0)",668.2701800334314,671.5822834157042
3206,"(22.23033905029297, 0.0, 0.0, 0.0)","(22.00082015991211, 0.0, 0.0, 0.0)",782.3467731210922,783.3062159691212
3207,"(22.097043991088867, 0.0, 0.0, 0.0)","(21.925025939941406, 0.0, 0.0, 0.0)",1550.594405488367,1555.668308781198
3208,"(2.885139226913452, 0.0, 0.0, 0.0)","(3.04443621635437, 0.0, 0.0, 0.0)",2002.5849147699557,2009.3710581076232
3209,"(17.151268005371094, 0.0, 0.0, 0.0)","(42.97210693359375, 0.0, 0.0, 0.0)",373.2920629404628,315.332437015862
3210,"(7.115360736846924, 0.0, 0.0, 0.0)","(42.1950569152832, 0.0, 0.0, 0.0)",722.3653472370373,16.768708646903985
3211,"(13.62239933013916, 0.0, 0.0, 0.0)","(57.171409606933594, 0.0, 0.0, 0.0)",4359.613575798667,28.124704572889538
3212,"(4.656643390655518, 0.0, 0.0, 0.0)","(76.41893768310547, 0.0, 0.0, 0.0)",1395.6705506050494,39418.116693940014
3213,"(23.939006805419922, 0.0, 0.0, 0.0)","(68.56317901611328, 0.0, 0.0, 0.0)",1373.5915625706937,37088.87502302964
3214,"(5.839831829071045, 0.0, 0.0, 0.0)","(5.935555458068848, 0.0, 0.0, 0.0)",962.8915978253553,963.0649099188456
3215,"(19.69591522216797, 0.0, 0.0, 0.0)","(79.17514038085938, 0.0, 0.0, 0.0)",185.63079065161708,41793.73802462347
3216,"(22.550161361694336, 0.0, 0.0, 0.0)","(22.95612907409668, 0.0, 0.0, 0.0)",996.0454607771244,995.9629163870122
3217,"(8.67077922821045, 0.0, 0.0, 0.0)","(24.502290725708008, 0.0, 0.0, 0.0)",1027.3895851993861,605.5080048586857
3218,"(2.1622273921966553, 0.0, 0.0, 0.0)","(2.278836965560913, 0.0, 0.0, 0.0)",3052.876809998315,3082.4294131422753
3219,"(0.0, 0.0, 0.0, 0.0)","(2.3315210342407227, 0.0, 0.0, 0.0)",387.4491149126668,469.3086683821715
3220,"(21.111515045166016, 0.0, 0.0, 0.0)","(21.08710289001465, 0.0, 0.0, 0.0)",242.7329944547798,242.8711351472504
3221,"(4.611920356750488, 0.0, 0.0, 0.0)","(63.87466049194336, 0.0, 0.0, 0.0)",1324.2611172496238,19490.895080565988
3222,"(23.264646530151367, 0.0, 0.0, 0.0)","(22.952423095703125, 0.0, 0.0, 0.0)",784.9625361853707,786.0199742966176
3223,"(24.660507202148438, 0.0, 0.0, 0.0)","(24.408164978027344, 0.0, 0.0, 0.0)",5136.736535429023,5151.6485237197485
3224,"(7.831187725067139, 0.0, 0.0, 0.0)","(54.31782531738281, 0.0, 0.0, 0.0)",6138.708202919923,23.444740127539262
3225,"(23.189037322998047, 0.0, 0.0, 0.0)","(38.966522216796875, 0.0, 0.0, 0.0)",1337.4365797170904,792.0886768621858
3226,"(17.155614852905273, 0.0, 0.0, 0.0)","(55.447601318359375, 0.0, 0.0, 0.0)",1699.4155270724823,22.927782241595693
3227,"(22.74784278869629, 0.0, 0.0, 0.0)","(78.8110122680664, 0.0, 0.0, 0.0)",1365.876644468944,40306.36731374483
3228,"(20.75255012512207, 0.0, 0.0, 0.0)","(20.511096954345703, 0.0, 0.0, 0.0)",214.36396667371497,214.62218408899776
3229,"(6.613631248474121, 0.0, 0.0, 0.0)","(31.871753692626953, 0.0, 0.0, 0.0)",1145.9857468344446,763.2050130163271
3230,"(4.975792407989502, 0.0, 0.0, 0.0)","(4.822032451629639, 0.0, 0.0, 0.0)",1199.7930274361279,1200.0038733833935
3231,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",1020.3510809937078,1020.768469411466
3232,"(14.552248001098633, 0.0, 0.0, 0.0)","(14.120739936828613, 0.0, 0.0, 0.0)",1214.15123259367,1221.6764389328832
3233,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",2255.6324895834923,2265.657955235839
3234,"(14.482510566711426, 0.0, 0.0, 0.0)","(14.3316011428833, 0.0, 0.0, 0.0)",5246.819005377358,5303.037878295174
3235,"(26.958261489868164, 0.0, 0.0, 0.0)","(26.808353424072266, 0.0, 0.0, 0.0)",9580.441890758357,9651.62212164761
3236,"(8.241622924804688, 0.0, 0.0, 0.0)","(8.10909652709961, 0.0, 0.0, 0.0)",2082.883032715569,2092.0252446296313
3237,"(15.15914535522461, 0.0, 0.0, 0.0)","(68.85855865478516, 0.0, 0.0, 0.0)",1118.9939000169077,37059.19791572711
3238,"(6.936471462249756, 0.0, 0.0, 0.0)","(6.869100570678711, 0.0, 0.0, 0.0)",2220.6091194446717,2223.7830495238304
3239,"(16.81241798400879, 0.0, 0.0, 0.0)","(26.716678619384766, 0.0, 0.0, 0.0)",619.4988113352011,545.2455322518624
3240,"(6.586559295654297, 0.0, 0.0, 0.0)","(64.47164916992188, 0.0, 0.0, 0.0)",930.114017421584,20383.10430711197
3241,"(0.6453559994697571, 0.0, 0.0, 0.0)","(67.43224334716797, 0.0, 0.0, 0.0)",861.7476451359689,8329.375371899456
3242,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",1686.792489139468,1693.0415481808964
3243,"(2.2016377449035645, 0.0, 0.0, 0.0)","(2.4479987621307373, 0.0, 0.0, 0.0)",2053.0008806658543,2054.538635226877
3244,"(19.641681671142578, 0.0, 0.0, 0.0)","(18.891843795776367, 0.0, 0.0, 0.0)",407.6967642559348,416.9607270342279
3245,"(4.95908784866333, 0.0, 0.0, 0.0)","(4.6352739334106445, 0.0, 0.0, 0.0)",1037.1363655736204,1040.094102456933
3246,"(20.707487106323242, 0.0, 0.0, 0.0)","(20.628570556640625, 0.0, 0.0, 0.0)",564.5306422473072,565.401603409187
3247,"(26.827552795410156, 0.0, 0.0, 0.0)","(26.683610916137695, 0.0, 0.0, 0.0)",377.48310119021767,377.9796347703136
3248,"(4.8566155433654785, 0.0, 0.0, 0.0)","(4.966756820678711, 0.0, 0.0, 0.0)",2222.4525881760624,2223.5226847768145
3249,"(17.840837478637695, 0.0, 0.0, 0.0)","(17.63348960876465, 0.0, 0.0, 0.0)",614.706060243801,616.5885244470056
3250,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",3609.129658321126,3628.343281298461
3251,"(11.174566268920898, 0.0, 0.0, 0.0)","(11.034165382385254, 0.0, 0.0, 0.0)",2491.5891476184074,2497.78101291694
3252,"(15.353076934814453, 0.0, 0.0, 0.0)","(53.59220504760742, 0.0, 0.0, 0.0)",1371.2700851841298,315.5506962473803
3253,"(15.695960998535156, 0.0, 0.0, 0.0)","(50.80316162109375, 0.0, 0.0, 0.0)",1575.5597458103468,698.0049067464342
3254,"(18.549503326416016, 0.0, 0.0, 0.0)","(17.63571548461914, 0.0, 0.0, 0.0)",226.0921926910299,226.6109323089701
3255,"(3.6898040771484375, 0.0, 0.0, 0.0)","(3.6304373741149902, 0.0, 0.0, 0.0)",1284.9234312390909,1285.6110684720334
3256,"(6.842385292053223, 0.0, 0.0, 0.0)","(61.968685150146484, 0.0, 0.0, 0.0)",585.6104247135421,11.109463803366653
3257,"(7.931905746459961, 0.0, 0.0, 0.0)","(43.842445373535156, 0.0, 0.0, 0.0)",571.8805116927251,18.86468404531479
3258,"(23.540735244750977, 0.0, 0.0, 0.0)","(47.88346862792969, 0.0, 0.0, 0.0)",174.97571143590832,152.11805476645284
3259,"(5.924139022827148, 0.0, 0.0, 0.0)","(54.596336364746094, 0.0, 0.0, 0.0)",1859.2736952744403,67.822710972283
3260,"(7.52282190322876, 0.0, 0.0, 0.0)","(7.43870735168457, 0.0, 0.0, 0.0)",386.7477034873561,387.4540828982011
3261,"(16.591249465942383, 0.0, 0.0, 0.0)","(16.530187606811523, 0.0, 0.0, 0.0)",1801.6580630896779,1802.2905046881597
3262,"(0.0, 0.0, 0.0, 0.0)","(0.0, 0.0, 0.0, 0.0)",1576.6126620263483,1579.3561919429858
3263,"(25.52073097229004, 0.0, 0.0, 0.0)","(76.14153289794922, 0.0, 0.0, 0.0)",397.4197165925323,35171.03057648802
3264,"(10.696859359741211, 0.0, 0.0, 0.0)","(74.24504852294922, 0.0, 0.0, 0.0)",1213.5059660337865,41786.812583414605
3265,"(22.653573989868164, 0.0, 0.0, 0.0)","(69.2032241821289, 0.0, 0.0, 0.0)",739.521727286849,7892.736693724832
3266,"(4.491552352905273, 0.0, 0.0, 0.0)","(4.519885540008545, 0.0, 0.0, 0.0)",2344.343760178737,2357.0540151384225
3267,"(11.787440299987793, 0.0, 0.0, 0.0)","(11.705111503601074, 0.0, 0.0, 0.0)",1233.862110581249,1233.8464160113492
3268,"(29.741361618041992, 0.0, 0.0, 0.0)","(74.74716186523438, 0.0, 0.0, 0.0)",273.1063123715576,37638.39917912707
3269,"(5.922024250030518, 0.0, 0.0, 0.0)","(5.814478397369385, 0.0, 0.0, 0.0)",455.96758235921106,456.70951140353276
3270,"(22.427339553833008, 0.0, 0.0, 0.0)","(71.0319595336914, 0.0, 0.0, 0.0)",4327.565375330444,39144.22434792874
3271,"(21.751888275146484, 0.0, 0.0, 0.0)","(21.703744888305664, 0.0, 0.0, 0.0)",1902.7551514532483,1904.559928329038
3272,"(12.256298065185547, 0.0, 0.0, 0.0)","(12.297292709350586, 0.0, 0.0, 0.0)",912.7622539251158,917.4767272377346
3273,"(1.7931184768676758, 0.0, 0.0, 0.0)","(47.25303268432617, 0.0, 0.0, 0.0)",2663.878027645638,13655.154853567481
3274,"(16.271244049072266, 0.0, 0.0, 0.0)","(16.183313369750977, 0.0, 0.0, 0.0)",449.71749822199104,449.9989308219872
